,FAM,live_basal_area,LAI_sum,LAI_win,aspect_mean,aspect_std,canopy_height,CWD,elevation_mean,elevation_std,forest_cover,ppt_sum,ppt_win,tmax_sum,tmax_win,tmean_sum,tmean_win,vpdmax_sum,vpdmax_win,EVP_sum,PEVAP_sum,EVP_win,PEVAP_win,vsm_sum,vsm_win,location,silt_fraction,sand_fraction,twi
1217,0.0621514773119,27.9708276753,3.03859714004,1.8932199211,184.901427327,104.417157582,31.64,709.912071429,1315.73555556,353.339875823,1.0,37.75,322.305555556,26.1018518519,12.2685185185,19.1666666667,7.05555555556,26.17602657,8.75,79.2275,824.29825,89.43,265.737,0.136724193548,0.173435849057,311,19.0,67.0,256
1218,0.0393964692082,30.3094577337,2.51548846343,0.870176730486,179.564705901,103.659295679,30.96,495.222880952,1812.97888889,274.86265378,1.0,8.05555555556,709.833333333,25.6296296296,7.56481481481,18.2222222222,2.49074074074,25.3686594203,6.61296296296,230.51,874.433,50.84625,193.596,0.133049275362,0.15926440678,312,22.0,68.0,431
1219,0.00855996603896,30.3094577337,2.70149729995,0.450515463918,179.564705901,103.659295679,30.96,412.022095238,1812.97888889,274.86265378,1.0,72.5555555556,1010.88888889,24.0277777778,6.38888888889,16.8333333333,1.94444444444,22.1893115942,4.84938271605,270.704,745.82675,51.7245,174.86775,0.137407142857,0.157157692308,312,22.0,68.0,431
1220,0.0630137254963,30.3094577337,2.73484290623,0.644428080511,179.564705901,103.659295679,30.96,383.133666667,1812.97888889,274.86265378,1.0,28.6666666667,843.861111111,24.25,5.7037037037,17.2314814815,1.21296296296,18.8740942029,4.97438271605,302.5395,749.55925,48.52225,157.13675,0.136063235294,0.156264705882,312,22.0,68.0,431
1221,0.0472345125761,30.2754374372,2.89225576829,0.993691703486,179.564705901,103.659295679,30.96,611.35102439,1812.97888889,274.86265378,1.0,6.52777777778,852.833333333,24.8796296296,6.12037037037,17.7685185185,1.34259259259,22.1162439614,5.52075702076,174.82225,874.0965,49.3945,199.14975,0.163489830508,0.238272,312,22.0,68.0,431
1222,0.040737190287,30.3094577337,2.52876779578,0.931516936672,179.564705901,103.659295679,30.96,498.991738095,1812.97888889,274.86265378,1.0,137.861111111,197.333333333,23.2685185185,7.07407407407,16.6759259259,1.62962962963,17.768115942,6.375,161.6655,793.96075,57.41975,235.4855,0.141317741935,0.191044230769,312,22.0,68.0,431
1223,0.053113043181,29.6972951628,2.51600392734,1.58016691213,179.564705901,103.659295679,30.96,811.451333333,1812.97888889,274.86265378,1.0,99.6666666667,625.305555556,24.7592592593,7.99074074074,18.0740740741,3.28703703704,20.9894323671,6.74814814815,110.188,832.31525,52.24975,239.75775,0.139103225806,0.195324,312,22.0,68.0,431
1224,0.0424904353132,29.9079339138,2.611634757,1.42541728031,179.564705901,103.659295679,30.96,725.758608696,1812.97888889,274.86265378,1.0,33.5555555556,399.472222222,23.0648148148,10.2222222222,16.712962963,5.4537037037,20.4257246377,7.98919753086,81.493,818.05375,73.32175,258.51525,0.138875757576,0.186997959184,312,22.0,68.0,431
1225,0.00852204389105,25.0314353854,2.32275073746,1.20685840708,181.823527868,99.589353626,28.64,544.649404762,1391.74222222,352.935518498,1.0,6.5,658.666666667,29.4351851852,9.46296296296,21.0648148148,4.15740740741,35.1573067633,7.50648148148,176.879,890.5345,52.5795,200.8695,0.123947761194,0.160396610169,313,43.0,45.0,198
1226,0.00284068129702,25.0314353854,2.44968043265,0.585889872173,181.823527868,99.589353626,28.64,458.672595238,1391.74222222,352.935518498,1.0,33.4722222222,887.638888889,27.8055555556,8.17592592593,19.5740740741,3.73148148148,30.0144927536,5.47716049383,231.323,761.671,51.32925,175.644,0.129071641791,0.141060869565,313,43.0,45.0,198
1227,0.0264792091204,25.0314353854,2.57053834808,0.853539823009,181.823527868,99.589353626,28.64,433.519309524,1391.74222222,352.935518498,1.0,12.3333333333,697.277777778,28.2407407407,7.34259259259,20.1666666667,2.81481481481,29.2496980676,5.60061728395,265.28475,764.67075,44.12375,159.55575,0.132262686567,0.161003030303,313,43.0,45.0,198
1228,0.0136961428114,25.0314353854,2.60480580138,1.21949360865,181.823527868,99.589353626,28.64,648.092928571,1391.74222222,352.935518498,1.0,4.11111111111,702.861111111,29.0555555556,8.44444444444,20.9259259259,3.44444444444,32.9628623188,6.72741147741,134.746,892.4865,45.77,203.0965,0.156685416667,0.211276923077,313,43.0,45.0,198
1229,0.00497119250599,25.1076834021,2.433726647,1.17893313668,181.823527868,99.589353626,28.64,648.61415625,1391.74222222,352.935518498,1.0,78.3611111111,162.972222222,27.3333333333,9.62962962963,19.7222222222,3.73148148148,29.0253623188,8.15185185185,124.747,809.48675,57.844,236.9735,0.143331746032,0.185753191489,313,43.0,45.0,198
1230,0.00862349757065,24.6356181976,2.39272369715,1.91900196657,181.823527868,99.589353626,28.64,883.620055556,1391.74222222,352.935518498,1.0,86.4166666667,553.972222222,28.7685185185,10.6388888889,20.8333333333,5.35185185185,32.3188405797,8.23487654321,79.23125,859.09525,49.66025,251.81375,0.138208064516,0.199836956522,313,43.0,45.0,198
1231,0.000202905809039,25.2557470637,2.47636430678,1.71127089479,181.823527868,99.589353626,28.64,727.793727273,1391.74222222,352.935518498,1.0,38.25,373.083333333,27.0833333333,12.6388888889,19.6851851852,7.2962962963,28.8547705314,9.35740740741,73.69225,843.80875,71.19475,263.171,0.136257377049,0.191797826087,313,43.0,45.0,198
1232,0.00774590217456,29.9380453597,3.21807805596,1.62803141875,172.432283786,97.1496739342,31.96,508.647666667,1247.21333333,411.116494764,1.0,9.55555555556,803.111111111,30.5277777778,10.537037037,22.2037037037,5.25925925926,37.9239130435,8.12067901235,169.47925,905.3235,58.0765,207.175,0.115098529412,0.148781132075,314,43.0,45.0,311
1233,0.00653874875926,29.9380453597,3.32941826215,1.09364261168,172.432283786,97.1496739342,31.96,441.658238095,1247.21333333,411.116494764,1.0,36.3333333333,1067.22222222,28.4351851852,9.24074074074,20.3888888889,4.65740740741,31.2475845411,5.94845679012,231.03125,776.43725,53.877,172.56025,0.120207142857,0.140217857143,314,43.0,45.0,311
1234,0.0697131233186,29.9380453597,3.29305351006,1.24317623957,172.432283786,97.1496739342,31.96,428.900238095,1247.21333333,411.116494764,1.0,9.16666666667,856.694444444,29.3981481481,8.53703703704,21.5185185185,3.98148148148,32.9365942029,6.26944444444,255.75575,780.80875,45.1435,152.8295,0.126369117647,0.15617,314,43.0,45.0,311
1235,0.0291728776384,29.9380453597,3.307425135,1.56509572901,172.432283786,97.1496739342,31.96,632.70547619,1247.21333333,411.116494764,1.0,0.75,815.944444444,30.7314814815,9.5462962963,22.5185185185,4.7962962963,38.0501207729,7.35134310134,134.63475,906.7465,51.9775,179.2855,0.137192592593,0.185903846154,314,43.0,45.0,311
1236,0.00764530621277,29.9380453597,3.19311487482,1.65535100638,172.432283786,97.1496739342,31.96,617.756571429,1247.21333333,411.116494764,1.0,86.1666666667,177.055555556,29.1759259259,11.1944444444,21.5185185185,5.24074074074,32.9960748792,9.53549382716,141.64875,821.375,60.62525,212.35575,0.133762903226,0.170930612245,314,43.0,45.0,311
1237,0.00855067174268,30.5380977221,3.09920225822,2.32431271478,172.432283786,97.1496739342,31.96,871.071576923,1247.21333333,411.116494764,1.0,85.6666666667,671.722222222,30.4351851852,12.0925925926,22.5,6.90740740741,37.1099033816,9.35185185185,64.92875,899.552,60.20175,265.6845,0.128333870968,0.186086,314,43.0,45.0,311
1238,0.0587481428715,32.9430834324,3.10976926853,2.12662002946,172.432283786,97.1496739342,31.96,709.8648,1247.21333333,411.116494764,1.0,38.4722222222,417.972222222,28.6296296296,13.9537037037,21.2685185185,8.62962962963,32.2961956522,10.3839506173,88.57225,877.43125,78.73025,262.7545,0.130688888889,0.182691489362,314,43.0,45.0,311
1239,0.000602230690978,36.5455411829,4.35383480826,2.40333087512,184.328858076,99.3187215195,33.2,522.973469388,1030.25,194.339195881,1.0,6.86111111111,832.583333333,31.5092592593,11.2962962963,22.212962963,5.55555555556,39.5754830918,8.4462962963,144.3215,902.08475,83.64075,196.303,0.115644117647,0.144607692308,315,0.0,0.0,454
1240,0.00662453725021,36.5455411829,4.44196165192,1.7726647001,184.328858076,99.3187215195,33.2,453.309612245,1030.25,194.339195881,1.0,29.9444444444,1031.66666667,29.537037037,10.0277777778,20.6759259259,5.18518518519,33.4151570048,6.28487654321,215.46825,779.08875,77.24925,163.92075,0.121707142857,0.162572340426,315,0.0,0.0,454
1241,0.0264981490008,36.5455411829,4.4566740413,1.8892207473,184.328858076,99.3187215195,33.2,454.266469388,1030.25,194.339195881,1.0,9.72222222222,884.833333333,30.3148148148,9.28703703704,21.4907407407,4.25925925926,35.0751811594,6.63024691358,227.57,785.9395,67.0555,139.13525,0.127626470588,0.150503030303,315,0.0,0.0,454
1242,0.0190706370286,36.5455411829,4.03034660767,2.32218534907,184.328858076,99.3187215195,33.2,628.058816327,1030.25,194.339195881,1.0,1.0,770.861111111,31.6481481481,10.3981481481,22.6759259259,4.98148148148,40.0935990338,7.69597069597,102.84675,906.78325,73.81975,157.575,0.130260344828,0.1849,315,0.0,0.0,454
1243,0.00391449919924,36.5455411829,3.58842182891,2.20281465093,184.328858076,99.3187215195,33.2,589.45522449,1030.25,194.339195881,1.0,91.2222222222,172.388888889,30.0740740741,12.3240740741,21.75,5.82407407407,35.0778985507,10.3206790123,133.62475,816.43875,78.8185,182.94575,0.121293442623,0.158685,315,0.0,0.0,454
1244,0.00833085736604,36.628656773,3.5470993117,2.52255408063,184.328858076,99.3187215195,33.2,890.9805,1030.25,194.339195881,1.0,68.9166666667,670.5,31.2222222222,13.0277777778,22.8518518519,7.27777777778,38.246678744,9.93425925926,31.12275,914.11775,84.0865,267.2825,0.121185245902,0.175026666667,315,0.0,0.0,454
1245,0.0175650610607,37.3161594747,3.48419370698,2.33788102262,184.328858076,99.3187215195,33.2,719.891478261,1030.25,194.339195881,1.0,36.2777777778,409.916666667,29.5648148148,15.0833333333,21.6203703704,9.05555555556,33.9927536232,11.2191358025,54.144,888.13325,107.6225,254.24625,0.130946031746,0.182289130435,315,0.0,0.0,454
1246,0.00160435739426,34.8314978499,3.9668879056,1.82083333333,183.352568972,105.37128053,30.28,531.885052632,1229.50555556,302.99317369,1.0,6.91666666667,717.444444444,29.7777777778,9.87962962963,20.6666666667,4.2962962963,36.3049516908,7.72716049383,166.883,909.0735,67.8785,180.86175,0.129114666667,0.163960377358,316,0.0,0.0,332
1247,0.0210571910478,34.8314978499,4.18065388397,1.24041297935,183.352568972,105.37128053,30.28,454.048815789,1229.50555556,302.99317369,1.0,30.75,980.388888889,28.0833333333,8.62037037037,19.5925925926,4.07407407407,31.3167270531,5.56080246914,232.504,790.7825,68.57,150.301,0.129836,0.16356,316,0.0,0.0,332
1248,0.0105285955239,34.8314978499,4.19692723697,1.42873647984,183.352568972,105.37128053,30.28,456.194157895,1229.50555556,302.99317369,1.0,9.83333333333,795.166666667,28.7592592593,8.0462962963,20.2777777778,3.16666666667,32.1881038647,6.18672839506,238.25075,799.86375,60.16775,128.52725,0.135971621622,0.163825806452,316,0.0,0.0,332
1249,0.0215585537622,34.8314978499,4.1694567355,1.92952310718,183.352568972,105.37128053,30.28,631.124973684,1229.50555556,302.99317369,1.0,1.22222222222,711.5,30.0185185185,9.17592592593,21.4166666667,3.7962962963,36.7487922705,7.10531135531,128.479,916.145,61.4325,133.61675,0.134318644068,0.190825,316,0.0,0.0,332
1250,0.0124337704768,34.8735302066,3.85524827925,1.80792772861,183.352568972,105.37128053,30.28,589.530333333,1229.50555556,302.99317369,1.0,84.8333333333,165.111111111,28.2962962963,11.1666666667,20.3148148148,4.84259259259,32.431763285,9.49166666667,128.6555,813.8435,63.35975,155.852,0.124672131148,0.166856756757,316,0.0,0.0,332
1251,0.0293797960446,34.25710499,3.88737708948,2.57899459194,183.352568972,105.37128053,30.28,902.735333333,1229.50555556,302.99317369,1.0,57.0,614.305555556,29.4259259259,11.6481481481,21.3796296296,6.23148148148,34.220410628,9.09691358025,40.5415,925.20925,73.62325,272.85075,0.121175409836,0.1793,316,0.0,0.0,332
1252,0.0324882388973,35.7794951909,3.70779252704,2.52941248771,183.352568972,105.37128053,30.28,719.488466667,1229.50555556,302.99317369,1.0,32.5555555556,359.194444444,27.8518518519,13.8888888889,20.1759259259,8.18518518519,30.8076690821,10.5814814815,61.2025,901.60775,91.65725,251.38325,0.135520634921,0.191347727273,316,0.0,0.0,332
1253,0.000923603598093,22.1291743847,2.31089364845,1.39313146233,147.03262177,96.1444558798,25.04,712.598647059,1161.16,160.708269026,0.96,2.91666666667,294.166666667,31.1203703704,9.65740740741,20.5925925926,3.7962962963,39.4550120773,7.38549382716,146.6775,862.541,46.0495,163.00225,0.148185333333,0.18228490566,317,37.0,39.0,356
1254,0.0163169981341,23.3585348243,2.36201378631,1.13823239783,147.03262177,96.1444558798,25.04,554.431931034,1161.16,160.708269026,0.96,30.8888888889,354.194444444,29.5925925926,9.08333333333,19.6666666667,4.16666666667,34.5522342995,6.10154320988,207.404,761.931,47.92625,143.2295,0.146825675676,0.187916,317,37.0,39.0,356
1255,0.00164196193889,21.2892831562,2.36389709503,1.11837764648,147.03262177,96.1444558798,25.04,587.050666667,1161.16,160.708269026,0.96,4.83333333333,405.25,30.3703703704,8.33333333333,20.712962963,2.96296296296,35.8517512077,6.70987654321,217.04825,765.749,43.729,119.332,0.149394594595,0.18153,317,37.0,39.0,356
1256,0.0102622621479,21.3050201887,2.35617922206,1.55701624815,147.03262177,96.1444558798,25.04,722.161742857,1161.16,160.708269026,0.96,0.277777777778,343.472222222,31.3148148148,9.27777777778,20.6759259259,3.24074074074,39.7439613527,7.28327228327,115.59075,882.1285,39.684,130.58675,0.15721,0.193943478261,317,37.0,39.0,356
1257,0.0103648845974,19.996225079,2.24380846873,1.24433776465,147.03262177,96.1444558798,25.04,753.785322581,1161.16,160.708269026,0.96,58.6944444444,88.75,29.4722222222,10.3981481481,20.0925925926,3.51851851852,35.1129227053,8.7537037037,91.4655,769.1495,40.176,132.73175,0.142668852459,0.179645454545,317,37.0,39.0,356
1258,0.0178563367873,20.9170887857,2.34065731167,1.81922698178,147.03262177,96.1444558798,25.04,957.748965517,1161.16,160.708269026,0.96,31.6666666667,272.916666667,30.75,12.0833333333,21.0185185185,5.50925925926,36.5461956522,8.99320987654,26.49275,880.07275,45.067,264.9035,0.140138709677,0.198995348837,317,37.0,39.0,356
1259,0.0395097099386,22.6303151548,2.28517971443,1.73385032004,147.03262177,96.1444558798,25.04,809.22816,1161.16,160.708269026,0.96,22.8611111111,164.888888889,29.0185185185,14.2685185185,19.5925925926,7.47222222222,33.0368357488,10.8367283951,62.5665,861.06525,59.39725,252.99425,0.146526984127,0.200763636364,317,37.0,39.0,356
1260,0.00191610036922,12.2219934607,1.26784660767,0.608677482793,140.70419969,116.798217663,17.72,814.993083333,1165.42444444,210.0697288,0.56,2.80555555556,152.166666667,30.3425925926,9.31481481481,19.537037037,2.9537037037,37.7001811594,7.28425925926,81.8755,789.25775,40.671,138.67575,0.160292753623,0.194180769231,318,19.0,67.0,393
1261,0.0513514878726,15.0562697263,1.31584316618,0.64593166175,140.70419969,116.798217663,17.72,692.615578947,1165.42444444,210.0697288,0.56,33.5833333333,171.5,28.7685185185,9.13888888889,18.6481481481,3.71296296296,33.2913647343,6.48611111111,125.14,717.43425,43.27875,130.647,0.160620588235,0.20052173913,318,19.0,67.0,393
1262,0.03129630494,13.247254117,1.40801376598,0.554904129794,140.70419969,116.798217663,17.72,629.160928571,1165.42444444,210.0697288,0.56,5.38888888889,212.777777778,29.5185185185,8.2962962963,19.537037037,2.33333333333,34.2315821256,6.79074074074,189.32525,713.87425,37.8895,102.98975,0.161529411765,0.194528125,318,19.0,67.0,393
1263,0.00281028050186,13.6529773191,1.30825958702,0.699950835792,140.70419969,116.798217663,17.72,891.966,1165.42444444,210.0697288,0.56,0.527777777778,165.833333333,30.8888888889,9.25,19.8518518519,2.76851851852,39.0452898551,7.58424908425,92.1115,824.025,33.72975,128.79475,0.170632758621,0.207353571429,318,19.0,67.0,393
1264,0.00753666167036,12.7107985218,1.30668633235,0.548881514258,140.70419969,116.798217663,17.72,809.28992,1165.42444444,210.0697288,0.56,48.0,64.9166666667,29.1111111111,9.61111111111,19.3796296296,2.41666666667,34.6204710145,8.29444444444,87.6805,709.074,36.70025,111.72375,0.15656557377,0.180034375,318,19.0,67.0,393
1265,0.0108579025879,12.1235859497,1.20244591937,0.811147984267,140.70419969,116.798217663,17.72,1011.17785185,1165.42444444,210.0697288,0.56,30.1388888889,198.722222222,30.1481481481,11.787037037,20.0555555556,4.84259259259,35.0286835749,8.65740740741,31.88625,806.1355,42.14425,250.342,0.151830645161,0.204943902439,318,19.0,67.0,393
1266,0.030785345714,13.7627263084,1.20925516224,0.844764011799,140.70419969,116.798217663,17.72,901.531863636,1165.42444444,210.0697288,0.56,41.1944444444,94.6944444444,28.4259259259,14.0185185185,18.6851851852,6.82407407407,31.7460748792,10.7438271605,74.2485,794.57325,55.604,256.0735,0.15853125,0.209797727273,318,19.0,67.0,393
1267,0.00167010205297,15.3311517321,0.889995083579,0.513151425762,177.717545241,108.737000802,16.2,829.964958333,1559.96666667,191.666333333,0.6,8.02777777778,122.555555556,27.9351851852,7.06481481481,18.3240740741,1.26851851852,32.9378019324,6.13641975309,94.43925,737.0045,32.27975,115.04525,0.141973134328,0.180812727273,320,40.0,38.0,426
1268,0.0171185446657,13.8942668412,0.934673058014,0.58215339233,177.717545241,108.737000802,16.2,749.6368,1559.96666667,191.666333333,0.6,32.9444444444,114.361111111,26.4259259259,7.35185185185,17.1111111111,2.12037037037,29.3218599034,5.78364197531,120.36,696.62375,29.27575,104.5715,0.151210447761,0.180262,320,40.0,38.0,426
1269,0.0400824466789,13.7651587931,0.9784906588,0.492932645034,177.717545241,108.737000802,16.2,595.16371875,1559.96666667,191.666333333,0.6,10.7777777778,156.444444444,27.1944444444,5.97222222222,18.1203703704,0.564814814815,29.8432971014,5.43117283951,173.18825,690.70925,29.15225,81.23125,0.151907352941,0.187488888889,320,40.0,38.0,426
1270,0.0349329665641,14.7387318373,0.937794985251,0.670095870206,177.717545241,108.737000802,16.2,900.138346154,1559.96666667,191.666333333,0.6,1.41666666667,129.027777778,28.3703703704,6.90740740741,18.5925925926,1.35185185185,33.7744565217,6.33058608059,59.75625,776.93475,25.1085,118.54925,0.164440322581,0.221706666667,320,40.0,38.0,426
1271,0.034654616708,14.0131516908,0.916027531957,0.57116519174,177.717545241,108.737000802,16.2,804.86075,1559.96666667,191.666333333,0.6,30.6666666667,44.9444444444,26.5740740741,7.55555555556,17.7037037037,0.944444444444,29.8925120773,6.86172839506,92.20475,686.10275,27.53075,102.22,0.148425396825,0.160812820513,320,40.0,38.0,426
1272,0.0485721302516,15.4607208271,0.91122173058,0.741039823009,177.717545241,108.737000802,16.2,960.8887,1559.96666667,191.666333333,0.6,44.6944444444,181.583333333,27.3518518519,9.18518518519,18.8888888889,3.30555555556,30.7270531401,7.78796296296,73.81125,740.80275,29.78225,228.5035,0.141215254237,0.211920408163,320,40.0,38.0,426
1273,0.0809999481108,14.7925803145,0.982239429695,0.87866273353,177.717545241,108.737000802,16.2,926.246962963,1559.96666667,191.666333333,0.6,72.3888888889,69.1944444444,26.3981481481,11.5648148148,17.8703703704,5.55555555556,28.279589372,9.26574074074,133.62525,737.6185,39.059,248.5165,0.1244625,0.210106122449,320,40.0,38.0,426
1288,0.0061015069545,44.6409174504,4.90357495069,2.95940581854,172.574157251,100.998032951,32.52,574.462214286,802.864444444,304.976876104,1.0,20.4166666667,590.972222222,31.5555555556,11.7592592593,22.0185185185,6.41666666667,38.4076086957,7.74938271605,153.12225,775.82225,86.373,186.35925,0.243577272727,0.252370588235,325,38.0,40.0,350
1289,0.00750185279,44.6445933833,5.10478303748,2.43286489152,172.574157251,100.998032951,32.52,359.456463415,802.864444444,304.976876104,1.0,68.0277777778,899.666666667,30.8888888889,11.037037037,21.3888888889,6.69444444444,35.1171497585,5.9975308642,227.0665,659.456,82.862,180.069,0.245266666667,0.251245833333,325,38.0,40.0,350
1290,0.00220054352233,44.6409174504,5.2866617357,2.52513560158,172.574157251,100.998032951,32.52,476.743119048,802.864444444,304.976876104,1.0,19.25,790.694444444,31.0092592593,10.1388888889,21.6481481481,5.5462962963,33.9864130435,6.02530864198,220.252,685.00525,72.224,157.506,0.243038461538,0.244594594595,325,38.0,40.0,350
1292,0.00550135880582,44.5758548771,4.52809418146,3.29716469428,172.574157251,100.998032951,32.52,437.71615,802.864444444,304.976876104,1.0,224.555555556,276.277777778,30.7407407407,11.5277777778,21.6944444444,6.03703703704,33.9435386473,8.12932098765,99.77175,732.405,91.0145,220.3925,0.2124375,0.247526829268,325,38.0,40.0,350
1293,0.0117028902965,44.7044609375,4.72231262327,3.61206854043,172.574157251,100.998032951,32.52,610.472526316,802.864444444,304.976876104,1.0,85.5833333333,814.666666667,32.4722222222,12.7037037037,23.212962963,7.83333333333,39.220410628,8.37037037037,100.8275,766.30675,83.04975,234.884,0.207032608696,0.23184,325,38.0,40.0,350
1294,0.0228056333759,44.7677805178,4.58408530572,3.22839003945,172.574157251,100.998032951,32.52,598.167230769,802.864444444,304.976876104,1.0,92.0277777778,649.694444444,30.1851851852,15.1759259259,21.7037037037,9.9537037037,34.5416666667,10.2679012346,63.9455,761.9,115.515,248.718,0.226498214286,0.226117021277,325,38.0,40.0,350
1295,0.0010028481362,37.3341408216,3.29374074074,1.96837037037,190.346248508,101.928200941,33.28,627.107285714,978.3,392.498924273,1.0,17.0,507.75,30.8611111111,10.8055555556,21.7685185185,5.75,37.8656400966,7.66790123457,165.22025,867.0365,81.95225,195.625,0.174484,0.188922222222,326,43.0,45.0,349
1296,0.0235669292745,37.3341408216,3.69077777778,1.67714814815,190.346248508,101.928200941,33.28,441.732190476,978.3,392.498924273,1.0,41.0,729.861111111,29.8796296296,9.78703703704,20.9722222222,5.72222222222,34.1639492754,5.74598765432,244.24625,728.5495,83.408,183.0725,0.175347368421,0.18916779661,326,43.0,45.0,349
1297,0.0311885748761,37.3341408216,3.84603703704,1.77748148148,190.346248508,101.928200941,33.28,504.934857143,978.3,392.498924273,1.0,12.3888888889,638.083333333,30.2592592593,9.00925925926,21.3425925926,4.68518518519,33.5957125604,5.83395061728,242.891,751.389,66.4635,159.30325,0.169313513514,0.175221428571,326,43.0,45.0,349
1299,0.00501424033078,37.3341408216,3.34760493827,2.29461728395,190.346248508,101.928200941,33.28,519.875380952,978.3,392.498924273,1.0,134.805555556,225.861111111,29.4722222222,10.6388888889,21.1203703704,5.24074074074,32.8547705314,7.72932098765,97.51925,796.08525,89.73325,232.56725,0.160947540984,0.209050909091,326,43.0,45.0,349
1300,0.0168478472873,37.8237525658,3.39358024691,2.19540740741,190.346248508,101.928200941,33.28,727.5858125,978.3,392.498924273,1.0,68.7222222222,608.111111111,31.1944444444,11.6666666667,22.6759259259,6.87962962963,37.1814613527,8.11327160494,90.89675,820.52625,81.63275,241.49675,0.159747457627,0.200921568627,326,43.0,45.0,349
1301,0.0125356012939,37.7666461296,3.41082716049,2.13004938272,190.346248508,101.928200941,33.28,649.189142857,978.3,392.498924273,1.0,43.5555555556,450.5,28.9722222222,13.787037037,21.0462962963,8.88888888889,32.6020531401,9.56666666667,70.63025,811.5835,117.23925,264.10325,0.160798387097,0.188141071429,326,43.0,45.0,349
1302,0.0115204558044,33.3914374296,3.03375246548,1.38434418146,185.242567444,103.911419687,32.4,615.359473684,1447.91444444,351.678992536,1.0,16.25,371.277777778,28.1111111111,8.67592592593,19.8240740741,3.77777777778,32.2989130435,6.94907407407,201.96975,866.09275,61.726,192.679,0.136454666667,0.159506666667,327,19.0,67.0,148
1303,0.0409842738302,33.3914374296,3.33783284024,1.05104783037,185.242567444,103.911419687,32.4,446.569131579,1447.91444444,351.678992536,1.0,79.8333333333,522.5,26.5185185185,7.65740740741,18.6574074074,3.59259259259,28.0042270531,5.19166666667,249.21125,729.58125,64.12325,179.896,0.139772368421,0.164019298246,327,19.0,67.0,148
1304,0.0465915751178,33.3914374296,3.34395956607,1.17532051282,185.242567444,103.911419687,32.4,481.051157895,1447.91444444,351.678992536,1.0,33.5555555556,498.416666667,26.6481481481,6.62962962963,19.0092592593,2.56481481481,26.3846618357,5.15555555556,267.43875,745.407,54.27575,155.409,0.135075675676,0.149832432432,327,19.0,67.0,148
1305,0.0424115882663,33.3914374296,3.63143491124,1.48392504931,185.242567444,103.911419687,32.4,622.625710526,1447.91444444,351.678992536,1.0,5.97222222222,651.222222222,27.5092592593,7.26851851852,19.7962962963,2.64814814815,29.2436594203,5.77258852259,156.1955,844.67875,57.8285,169.94625,0.160364705882,0.284236666667,327,19.0,67.0,148
1306,0.0284443094777,33.3914374296,2.99381163708,1.46284516765,185.242567444,103.911419687,32.4,534.873605263,1447.91444444,351.678992536,1.0,259.805555556,169.0,25.6944444444,7.88888888889,18.6666666667,2.96296296296,25.3825483092,6.39320987654,137.32775,789.9785,67.37375,230.489,0.137796721311,0.191878181818,327,19.0,67.0,148
1307,0.0137633763194,34.5199792511,2.71969921105,1.84447731755,185.242567444,103.911419687,32.4,737.035619048,1447.91444444,351.678992536,1.0,101.25,478.555555556,27.3888888889,9.00925925926,20.2222222222,4.5462962963,29.2182971014,7.05555555556,111.62175,813.25525,63.139,237.65875,0.138937096774,0.191208,327,19.0,67.0,148
1308,0.0210018926134,33.0892553625,2.62998027613,1.52094428008,185.242567444,103.911419687,32.4,673.25576,1447.91444444,351.678992536,1.0,55.8055555556,339.444444444,25.4814814815,11.2222222222,18.7407407407,6.51851851852,25.5437801932,8.23765432099,115.20425,803.75775,91.82825,261.00275,0.1376203125,0.1812,327,19.0,67.0,148
1309,0.00478960293751,21.7284872747,1.97899408284,1.11529832347,167.584740259,108.965803457,26.28,668.198892857,1349.72777778,393.009285027,0.84,12.7222222222,276.722222222,28.6018518519,8.91666666667,20.2314814815,3.52777777778,33.4224033816,7.06574074074,122.179,879.43375,57.5385,189.74975,0.121037681159,0.148708474576,328,22.0,68.0,204
1310,0.0133663334413,19.4554948836,2.08980522682,0.862117850099,167.584740259,108.965803457,26.28,535.852194444,1349.72777778,393.009285027,0.84,46.75,447.722222222,27.1574074074,8.01851851852,18.8518518519,3.48148148148,29.2493961353,5.4212962963,193.79125,749.17275,60.30975,174.32075,0.124735714286,0.152286486486,328,22.0,68.0,204
1311,0.0150371253809,21.0760924963,2.14775641026,1.04913708087,167.584740259,108.965803457,26.28,502.193407407,1349.72777778,393.009285027,0.84,25.8611111111,378.027777778,27.4722222222,7.25925925926,19.4907407407,2.44444444444,28.6358695652,5.61049382716,220.6425,751.104,49.88475,144.8935,0.122527941176,0.143311764706,328,22.0,68.0,204
1312,0.016707916283,17.3940251859,2.20194773176,1.08386341223,167.584740259,108.965803457,26.28,719.595815789,1349.72777778,393.009285027,0.84,3.88888888889,428.722222222,28.3981481481,7.85185185185,19.962962963,2.64814814815,32.1675724638,6.40262515263,110.56075,861.6355,49.99975,175.43475,0.152198275862,0.2311,328,22.0,68.0,204
1313,0.00824257221967,21.3111931879,2.05522682446,1.13991617357,167.584740259,108.965803457,26.28,616.63288,1349.72777778,393.009285027,0.84,119.361111111,108.416666667,27.0092592593,8.90740740741,19.3148148148,2.99074074074,28.3152173913,7.51111111111,97.08275,791.97175,61.7965,225.07725,0.138378461538,0.180407692308,328,22.0,68.0,204
