,FAM,live_basal_area,LAI_sum,LAI_win,RWC,aspect_mean,aspect_std,canopy_height,CWD,elevation_mean,elevation_std,forest_cover,ppt_sum,ppt_win,tmax_sum,tmax_win,tmean_sum,tmean_win,vpdmax_sum,vpdmax_win,EVP_sum,PEVAP_sum,EVP_win,PEVAP_win,vsm_sum,vsm_win,location,silt_fraction,sand_fraction,twi_mean,twi_std,ndwi_sum,ndwi_win
205,0.00140695028449,43.9990012828,4.17806098696,3.44711359404,0.103921335742,179.300893574,102.553373368,31.36,529.178903226,379.381880734,179.782736596,0.99506,0.777777777778,626.388888889,26.2314814815,14.3518518519,19.2407407407,9.62037037037,21.1745169082,8.08950617284,161.4155,777.20675,130.34175,258.0615,0.3715,0.296275,110.0,0.19,0.67,2518.41491086,10667.3713253,-0.0123368585622,-0.0123783106582
209,0.036781702768,44.4086554192,3.60165270019,3.38195996276,0.813038613306,179.300893574,102.553373368,31.36,901.128,379.381880734,179.782736596,0.99506,0.888888888889,143.055555556,28.1018518519,20.1388888889,20.6574074074,13.8888888889,26.1334541063,13.7765432099,15.74625,814.64375,165.73525,286.973,0.387475,0.384,110.0,0.19,0.67,2518.41491086,10667.3713253,-0.0431450703849,-0.0170285001176
210,0.00190509065154,33.6052640109,2.60499536393,2.30927213723,0.076230344174,168.202341965,107.648295556,25.8,756.82028,356.852222222,223.033777575,0.892346,5.0,478.861111111,28.9537037037,15.8518518519,21.462962963,10.6666666667,27.8798309179,10.449691358,21.01925,968.5505,138.0845,295.1755,0.171304761905,0.203746268657,111.0,0.37,0.39,377.576985413,177.968404464,-0.026306706603,-0.00854771871048
211,0.000112064151656,18.6237931022,2.91839360223,2.34775150672,0.0308701393762,168.202341965,107.648295556,25.8,587.989,356.852222222,223.033777575,0.892346,0.833333333333,517.75,26.9722222222,15.3888888889,19.9444444444,10.6851851852,21.8991545894,8.28487654321,52.90825,883.232,129.66825,259.38325,0.1696046875,0.214838333333,111.0,0.37,0.39,377.576985413,177.968404464,-0.0148127366933,0.00614987862908
212,0.00056032079905,28.4892938439,3.03962679648,2.3738178025,0.120960546127,168.202341965,107.648295556,25.8,590.629870968,356.852222222,223.033777575,0.892346,1.02777777778,530.583333333,26.9907407407,13.9074074074,20.1851851852,9.53703703704,22.6256038647,7.78858024691,92.14175,872.32825,125.96625,256.297,0.178225423729,0.20193220339,111.0,0.37,0.39,377.576985413,177.968404464,-0.0123368585622,-0.0123783106582
214,0.0014568340123,30.7814194395,2.6551692165,2.39034538711,0.876380621582,168.202341965,107.648295556,25.8,938.806866667,356.852222222,223.033777575,0.892346,9.0,72.1944444444,27.1481481481,16.0833333333,20.3333333333,10.3796296296,23.1458333333,10.362037037,15.28,922.33,141.0195,293.444,0.200838709677,0.215754098361,111.0,0.37,0.39,377.576985413,177.968404464,-0.0369228873454,-0.0167410875692
215,0.0151286612482,28.7809151799,2.45385952712,2.09870190079,0.792394937008,168.202341965,107.648295556,25.8,1020.9875,356.852222222,223.033777575,0.892346,22.9722222222,284.611111111,27.9351851852,17.8055555556,21.1574074074,12.3981481481,24.2358091787,12.3685185185,16.808,908.19175,103.15025,347.99275,0.19050877193,0.219967213115,111.0,0.37,0.39,377.576985413,177.968404464,-0.0459729954646,-0.0313302395815
216,0.0166975588332,34.6564991271,2.41184515531,2.31891515994,0.937718481102,168.202341965,107.648295556,25.8,894.097666667,356.852222222,223.033777575,0.892346,0.777777777778,156.638888889,28.4907407407,19.3518518519,21.25,13.7407407407,27.1352657005,13.2817901235,13.37425,923.452,160.839,309.1535,0.200138181818,0.217988333333,111.0,0.37,0.39,377.576985413,177.968404464,-0.0431450703849,-0.0170285001176
217,0.000264965580901,8.23991715145,1.06185495119,1.10041841004,0.0780917003825,177.321380388,100.202456654,16.68,995.617071429,451.002222222,134.537751809,0.754815,3.88888888889,258.611111111,31.4444444444,14.537037037,24.1481481481,10.0925925926,35.2922705314,8.9237654321,25.4535,972.39175,85.05225,295.55275,0.0924,0.143019117647,113.0,0.41,0.45,388.646677472,180.076712339,-0.140868981545,-0.0737455793082
218,0.00013248279045,7.53711540435,1.20521850302,1.42441887494,0.307102192515,177.321380388,100.202456654,16.68,720.341461538,451.002222222,134.537751809,0.754815,0.0,300.111111111,29.5740740741,14.0833333333,22.3333333333,10.0555555556,28.2116545894,7.42469135802,51.201,900.096,99.20875,264.5825,0.0975534482759,0.1397859375,113.0,0.41,0.45,388.646677472,180.076712339,-0.13288516646,-0.0219970981534
219,0.00013248279045,10.1167470462,1.14281729428,1.08476290098,0.498821704129,177.321380388,100.202456654,16.68,729.218,451.002222222,134.537751809,0.754815,0.0,318.555555556,30.212962963,13.2222222222,23.0,9.00925925926,30.4115338164,7.29814814815,66.329,887.25,95.27225,254.215,0.104218333333,0.136456603774,113.0,0.41,0.45,388.646677472,180.076712339,-0.132200941441,-0.0517173223512
220,0.00013248279045,8.15280730414,1.05357973036,0.858670385867,0.91851469193,177.321380388,100.202456654,16.68,1041.8127,451.002222222,134.537751809,0.754815,0.0,186.222222222,30.9166666667,15.2962962963,23.5,10.2685185185,33.3586956522,10.5613553114,30.675,956.9765,71.6065,304.32225,0.15143,0.300957142857,113.0,0.41,0.45,388.646677472,180.076712339,-0.160275447786,-0.158836679362
221,0.0010598623236,8.55715703502,1.09444444444,1.11066945607,0.980285812564,177.321380388,100.202456654,16.68,1061.75062162,451.002222222,134.537751809,0.754815,6.38888888889,48.9444444444,30.0185185185,15.0833333333,22.8240740741,10.0740740741,31.3949275362,10.3790123457,25.91,939.49625,113.4365,295.03275,0.105639285714,0.157717857143,113.0,0.41,0.45,388.646677472,180.076712339,-0.144564207804,-0.0784796529828
222,0.000662414000449,8.6277067189,1.00274291027,0.862250116225,0.647773184471,177.321380388,100.202456654,16.68,1169.60633333,451.002222222,134.537751809,0.754815,3.94444444444,173.833333333,30.7962962963,17.5462962963,23.5648148148,12.6018518519,32.3445048309,12.762962963,19.124,935.3225,73.40525,347.1965,0.102538983051,0.15594,113.0,0.41,0.45,388.646677472,180.076712339,-0.151823731489,-0.130588871496
223,0.000529931161801,7.7307440264,1.00754300325,1.34568805207,0.839657942185,177.321380388,100.202456654,16.68,1059.31445714,451.002222222,134.537751809,0.754815,1.13888888889,85.5277777778,30.4537037037,18.2592592593,23.3333333333,13.1388888889,33.4532004831,12.3441358025,35.81125,941.53225,134.781,314.04075,0.105768965517,0.157710909091,113.0,0.41,0.45,388.646677472,180.076712339,-0.147100943623,-0.0438328529628
224,0.00803287997679,21.0394742793,1.96472841226,1.53746518106,0.553530557125,194.752037542,99.4474083544,22.48,734.462052632,1172.47333333,424.872838963,0.908765,4.11111111111,357.305555556,31.5462962963,12.4074074074,24.3055555556,7.13888888889,38.4528985507,8.6762345679,122.2385,810.3185,84.25,128.061,0.159487142857,0.171282539683,117.0,0.39,0.43,342.1636953,209.401510627,-0.0202102650147,0.280973714022
225,0.0101236295458,21.6135370623,2.03210306407,1.48312441968,0.977608675357,194.752037542,99.4474083544,22.48,612.732222222,1172.47333333,424.872838963,0.908765,0.0833333333333,461.25,30.6111111111,12.1111111111,23.0648148148,6.85185185185,35.5878623188,8.11080246914,131.05475,814.94575,76.549,101.22775,0.164804347826,0.172886885246,117.0,0.39,0.43,342.1636953,209.401510627,-0.0112987663391,0.292595226963
226,0.0273998234333,19.3767263175,2.21646935933,1.44283890436,0.883293701862,194.752037542,99.4474083544,22.48,541.0665,1172.47333333,424.872838963,0.908765,5.22222222222,547.0,30.462962963,11.5925925926,23.1666666667,6.28703703704,32.0516304348,8.0700617284,221.42375,728.752,66.0095,89.329,0.164407462687,0.173292156863,117.0,0.39,0.43,342.1636953,209.401510627,-0.0062486885668,0.304640820175
227,0.0155155626177,19.5123744769,1.96766480966,1.61078226555,0.932186142205,194.752037542,99.4474083544,22.48,817.432290323,1172.47333333,424.872838963,0.908765,0.527777777778,327.888888889,31.8888888889,13.1481481481,24.7592592593,7.59259259259,38.6331521739,9.99969474969,68.4125,876.389,63.72575,144.51,0.154505454545,0.180644117647,117.0,0.39,0.43,342.1636953,209.401510627,-0.0280636686171,0.187483106514
228,0.0115541420042,20.0438078457,1.87199396472,1.64196843083,0.650660235761,194.752037542,99.4474083544,22.48,911.453179487,1172.47333333,424.872838963,0.908765,8.38888888889,98.8611111111,30.8611111111,12.8518518519,23.2222222222,6.88888888889,36.0942028986,9.62407407407,57.2005,848.20675,74.5755,144.85825,0.158791803279,0.181281632653,117.0,0.39,0.43,342.1636953,209.401510627,-0.0310174790779,0.189927147637
229,0.0122143786023,18.896053447,1.66397400186,1.61391597029,0.50837277402,194.752037542,99.4474083544,22.48,1036.08238235,1172.47333333,424.872838963,0.908765,21.4166666667,187.361111111,30.8981481481,15.5,23.7037037037,9.4537037037,36.1663647343,12.1055555556,37.52375,842.4555,65.39425,270.80425,0.159198333333,0.180253191489,117.0,0.39,0.43,342.1636953,209.401510627,-0.0384796387117,0.10006693734
230,0.316473467435,20.2040024857,1.5495821727,1.63133704735,0.0764286937351,194.752037542,99.4474083544,22.48,1034.68211111,1172.47333333,424.872838963,0.908765,20.4166666667,97.25,30.2592592593,16.5555555556,23.25,10.2962962963,34.2379227053,12.4518518519,64.0945,827.26325,95.613,197.55475,0.151083870968,0.17322962963,117.0,0.39,0.43,342.1636953,209.401510627,-0.0473890220497,0.0501456600447
231,0.0140150302754,36.5069435906,1.68264664804,0.727851489758,0.611654713872,197.803633666,97.0354356653,28.72,651.013285714,2329.97222222,434.826075454,0.870494,8.25,467.638888889,23.2314814815,7.43518518519,16.1574074074,0.861111111111,23.3324275362,7.64166666667,248.2425,733.29275,53.79775,128.0585,0.159130434783,0.172051666667,118.0,0.22,0.71,344.282926829,156.413444054,-0.0202102650147,0.280973714022
232,0.016542330852,36.5069435906,1.70479515829,0.593249534451,0.966844877242,197.803633666,97.0354356653,28.72,494.624404762,2329.97222222,434.826075454,0.870494,1.77777777778,575.527777778,22.5555555556,6.85185185185,15.1851851852,0.342592592593,23.8913043478,6.5237654321,271.392,752.19575,51.23925,110.2215,0.169575,0.168145454545,118.0,0.22,0.71,344.282926829,156.413444054,-0.0112987663391,0.292595226963
233,0.0572088964253,36.5069435906,1.81298882682,0.608147113594,0.764095543373,197.803633666,97.0354356653,28.72,382.750857143,2329.97222222,434.826075454,0.870494,30.6388888889,675.027777778,22.4814814815,6.86111111111,15.1574074074,0.12037037037,16.9616545894,6.92407407407,260.03475,663.03575,45.68,100.82325,0.166612121212,0.164525,118.0,0.22,0.71,344.282926829,156.413444054,-0.0062486885668,0.304640820175
234,0.0303276069185,36.5069435906,1.7001047486,1.0968226257,0.7875089194,197.803633666,97.0354356653,28.72,758.495904762,2329.97222222,434.826075454,0.870494,3.5,357.055555556,23.5740740741,8.02777777778,16.8240740741,1.41666666667,22.1717995169,8.10683760684,156.85675,812.652,41.71225,135.06175,0.16087037037,0.181817647059,118.0,0.22,0.71,344.282926829,156.413444054,-0.0280636686171,0.187483106514
235,0.0209076693786,36.5069435906,1.70863594041,0.960370111732,0.506061184774,197.803633666,97.0354356653,28.72,783.626571429,2329.97222222,434.826075454,0.870494,18.0277777778,117.777777778,22.3518518519,7.39814814815,15.0185185185,0.0462962962963,20.7044082126,7.74043209877,144.0875,772.653,51.561,135.58,0.172190163934,0.186842424242,118.0,0.22,0.71,344.282926829,156.413444054,-0.0310174790779,0.189927147637
236,0.0220564425624,35.8277713098,1.63973463687,1.15591247672,0.498798017429,197.803633666,97.0354356653,28.72,843.823869565,2329.97222222,434.826075454,0.870494,33.4722222222,247.194444444,22.537037037,9.82407407407,15.7777777778,2.47222222222,20.6038647343,8.91141975309,95.58675,747.957,47.265,215.036,0.172047540984,0.18521875,118.0,0.22,0.71,344.282926829,156.413444054,-0.0384796387117,0.10006693734
237,0.311891858435,34.8600750244,1.60392225326,1.24811452514,0.119297523644,197.803633666,97.0354356653,28.72,877.297551724,2329.97222222,434.826075454,0.870494,48.0555555556,112.583333333,22.1018518519,11.3981481481,15.4537037037,3.66666666667,20.395531401,9.93888888889,109.58225,760.7395,68.7495,161.00575,0.166642622951,0.188233333333,118.0,0.22,0.71,344.282926829,156.413444054,-0.0473890220497,0.0501456600447
238,0.000262263087843,9.37220177858,1.21423417132,1.07519785847,0.0775597192944,180.116899193,101.66436402,20.68,941.57984,748.572222222,182.871959777,0.762593,7.63888888889,288.138888889,28.8981481481,12.8333333333,23.0740740741,9.24074074074,31.577294686,8.60925925926,85.828,949.269,67.69575,305.7015,0.0952666666667,0.11466,125.0,0.41,0.45,371.333876221,173.129917493,-0.124805370143,-0.0789218378151
239,0.000131131543922,9.23838144089,1.32368482309,1.1303538175,0.209032902001,180.116899193,101.66436402,20.68,659.085,748.572222222,182.871959777,0.762593,0.0,321.333333333,27.4444444444,12.3703703704,21.6851851852,9.13888888889,26.1325483092,6.73703703704,114.9095,867.67825,65.66575,263.77475,0.0841,0.124824324324,125.0,0.41,0.45,371.333876221,173.129917493,-0.110971346862,-0.0648135637663
240,0.000262263087843,9.451183608,1.28261173184,0.993296089385,0.249704462119,180.116899193,101.66436402,20.68,647.521454545,748.572222222,182.871959777,0.762593,0.0,341.75,27.9444444444,11.212962963,22.3148148148,8.06481481481,28.3599033816,6.64228395062,149.27675,849.61525,62.82275,263.7815,0.102622222222,0.134383333333,125.0,0.41,0.45,371.333876221,173.129917493,-0.11632148521,-0.100020090611
241,0.000524526175686,9.38197362182,1.21060288641,0.775651769088,0.723449187232,180.116899193,101.66436402,20.68,1035.80422222,748.572222222,182.871959777,0.762593,0.0555555555556,186.305555556,28.8425925926,12.9351851852,22.6666666667,9.18518518519,30.7789855072,9.23962148962,68.31825,929.866,49.22075,311.21375,0.22762,0.284447222222,125.0,0.41,0.45,371.333876221,173.129917493,-0.129408960962,-0.131305302927
243,0.00131131553463,8.98688911044,1.0946461825,0.823684823091,0.825455634564,180.116899193,101.66436402,20.68,1155.35816667,748.572222222,182.871959777,0.762593,7.63888888889,181.583333333,28.5555555556,15.4351851852,22.7592592593,11.7407407407,28.7512077295,11.399382716,39.3715,903.96275,51.34125,346.6425,0.087525,0.134339285714,125.0,0.41,0.45,371.333876221,173.129917493,-0.136597285123,-0.127529722111
244,0.00931033991421,9.70820890822,1.15548184358,1.15427141527,0.955797206156,180.116899193,101.66436402,20.68,1005.57982353,748.572222222,182.871959777,0.762593,0.666666666667,97.2777777778,28.0277777778,16.7962962963,22.3425925926,12.8148148148,28.4679951691,11.8827160494,87.45175,908.502,85.497,321.78975,0.0869777777778,0.130470588235,125.0,0.41,0.45,371.333876221,173.129917493,-0.135839630461,-0.0763194335901
245,0.0254060834036,32.7388366521,2.6401844071,1.79114145658,0.458842798502,198.717483146,93.3477660177,28.16,676.619606061,1282.85777778,460.79103217,0.968272,5.58333333333,454.527777778,31.8981481481,12.3888888889,24.1111111111,6.87962962963,40.1524758454,9.21604938272,110.561,808.60975,86.942,114.43075,0.142015942029,0.16728245614,128.0,0.39,0.43,354.995098039,169.347850357,-0.0247570780745,0.0598839604738
246,0.0072293737876,28.3144149644,2.5887254902,1.7379318394,0.802718610433,198.717483146,93.3477660177,28.16,591.906439024,1282.85777778,460.79103217,0.968272,0.166666666667,495.0,30.6018518519,11.8425925926,22.6759259259,6.51851851852,36.4634661836,8.20092592593,131.6615,795.1905,79.29125,75.629,0.150094117647,0.174161403509,128.0,0.39,0.43,354.995098039,169.347850357,-0.0185167221307,0.0583791446112
247,0.019312754989,27.966265228,2.83448879552,1.72116013072,0.85022776866,198.717483146,93.3477660177,28.16,511.587238095,1282.85777778,460.79103217,0.968272,3.36111111111,616.861111111,30.3703703704,11.3333333333,22.7777777778,5.94444444444,33.4224033816,7.85956790123,221.962,744.89975,69.18525,67.88375,0.152787301587,0.167984,128.0,0.39,0.43,354.995098039,169.347850357,-0.0163013292608,0.0559525646492
249,0.012186658753,29.0543857258,2.46108776844,1.94603174603,0.85327007794,198.717483146,93.3477660177,28.16,849.478538462,1282.85777778,460.79103217,0.968272,15.1944444444,107.111111111,31.2314814815,12.4722222222,22.8055555556,6.44444444444,38.2028985507,9.60833333333,41.644,823.61,77.926,104.689,0.145073214286,0.177256818182,128.0,0.39,0.43,354.995098039,169.347850357,-0.0415997549419,0.00661218351396
250,0.0183832637574,26.3837485963,2.25487861811,2.05965219421,0.654185022026,198.717483146,93.3477660177,28.16,942.540210526,1282.85777778,460.79103217,0.968272,25.3888888889,240.944444444,30.8796296296,15.3518518519,23.2407407407,8.89814814815,37.0434782609,12.2382716049,29.598,851.545,78.169,269.142,0.151277966102,0.173334782609,128.0,0.39,0.43,354.995098039,169.347850357,-0.05872115546,-0.0211490616347
251,0.230100634431,27.966265228,2.03746498599,2.03525910364,0.0289732294138,198.717483146,93.3477660177,28.16,948.068880952,1282.85777778,460.79103217,0.968272,32.75,102.111111111,30.1018518519,16.4814814815,22.6851851852,9.73148148148,34.7620772947,12.6314814815,47.621,850.57375,109.079,237.50025,0.15632,0.178752830189,128.0,0.39,0.43,354.995098039,169.347850357,-0.0744674786287,-0.0312158832776
252,0.0379542931389,32.0472242286,2.07625874126,1.23712121212,0.630558884837,186.888723847,95.603167644,31.16,651.933452381,1795.90333333,380.14697244,0.972222,7.80555555556,493.888888889,28.2592592593,9.90740740741,20.6574074074,4.36111111111,31.9610507246,8.43024691358,153.53975,723.83525,68.829,95.09075,0.154724285714,0.169503389831,129.0,0.22,0.66,349.247154472,202.327137631,-0.0281093357793,0.295130541053
253,0.00668571595182,32.0472242286,2.07713286713,1.0753962704,0.921130128771,186.888723847,95.603167644,31.16,576.441690476,1795.90333333,380.14697244,0.972222,0.0833333333333,561.75,27.3518518519,9.43518518519,19.6203703704,3.96296296296,30.4399154589,7.52839506173,186.93275,738.09025,60.299,68.87125,0.16687826087,0.172030909091,129.0,0.22,0.66,349.247154472,202.327137631,-0.0204240817614,0.316884277153
254,0.0200571478555,32.0472242286,2.26062937063,1.1155011655,0.838182470695,186.888723847,95.603167644,31.16,458.59352381,1795.90333333,380.14697244,0.972222,7.02777777778,684.972222222,27.1388888889,9.2037037037,19.6574074074,3.55555555556,26.61352657,7.67685185185,266.94675,672.499,57.893,68.1765,0.163662121212,0.165809756098,129.0,0.22,0.66,349.247154472,202.327137631,-0.014798645333,0.33697259718
255,0.0167657183754,32.0180313582,2.07235431235,1.68544289044,0.859801846836,186.888723847,95.603167644,31.16,769.9911,1795.90333333,380.14697244,0.972222,0.388888888889,393.027777778,28.212962963,10.5462962963,20.9351851852,4.58333333333,30.8517512077,9.04517704518,66.874,792.4775,51.47225,116.08775,0.15752,0.160757142857,129.0,0.22,0.66,349.247154472,202.327137631,-0.0384273918224,0.206657779546
256,0.0267428638073,32.0472242286,1.9412004662,1.52576923077,0.76071120846,186.888723847,95.603167644,31.16,827.289047619,1795.90333333,380.14697244,0.972222,11.4166666667,113.611111111,27.1759259259,9.97222222222,19.5462962963,3.77777777778,28.8115942029,9.01790123457,46.2665,762.15875,69.57925,113.7,0.158945,0.178155555556,129.0,0.22,0.66,349.247154472,202.327137631,-0.0423421408972,0.222023653397
257,0.0419657253922,31.3230634264,1.81520979021,1.63465034965,0.711165889271,186.888723847,95.603167644,31.16,852.912675676,1795.90333333,380.14697244,0.972222,23.7777777778,261.166666667,27.0462962963,12.5462962963,19.9074074074,6.25,28.3964371981,10.5679012346,38.894,753.838,74.06975,195.548,0.158236666667,0.179823076923,129.0,0.22,0.66,349.247154472,202.327137631,-0.0483994601308,0.138229490573
258,0.360822947415,33.1427476446,1.66959207459,1.51250582751,0.0221048347148,186.888723847,95.603167644,31.16,900.44862069,1795.90333333,380.14697244,0.972222,34.3055555556,113.083333333,26.4722222222,13.8611111111,19.5277777778,7.31481481481,27.4535024155,11.3395061728,68.107,754.65675,102.75425,145.52275,0.167456451613,0.189571698113,129.0,0.22,0.66,349.247154472,202.327137631,-0.0597254748317,0.0687847862695
259,0.0421222803828,34.3354555459,1.46149465365,0.680079033008,0.759394005788,192.474280416,102.698120228,26.6,636.55102381,2378.49777778,425.168375791,0.878395,14.2777777778,466.444444444,22.8703703704,6.78703703704,15.3703703704,0.407407407407,23.2995169082,7.32191358025,288.649,607.20775,57.50775,96.83575,0.17082,0.16496875,130.0,0.27,0.49,333.915171289,198.262096821,-0.0524883194596,0.308555190599
260,0.0232241767498,34.3354555459,1.50259181776,0.51850302185,0.970297230703,192.474280416,102.698120228,26.6,530.519047619,2378.49777778,425.168375791,0.878395,0.888888888889,558.555555556,22.5555555556,6.2962962963,14.712962963,0.0185185185185,23.6618357488,6.36574074074,305.7985,637.55925,54.87925,80.8345,0.1714890625,0.1557325,130.0,0.27,0.49,333.915171289,198.262096821,-0.0374751082346,0.342407333314
261,0.0138889676792,34.3354555459,1.55488145049,0.544886099489,0.674625828571,192.474280416,102.698120228,26.6,418.600357143,2378.49777778,425.168375791,0.878395,27.8611111111,646.666666667,22.212962963,6.21296296296,14.7037037037,-0.222222222222,19.2249396135,6.8787037037,301.789,581.0005,56.328,86.138,0.174231147541,0.153774074074,130.0,0.27,0.49,333.915171289,198.262096821,0.00388393558506,0.36392203547
262,0.0126366836907,34.3060532449,1.46251743375,1.01791027429,0.446939004847,192.474280416,102.698120228,26.6,750.3495,2378.49777778,425.168375791,0.878395,13.1111111111,363.388888889,23.0185185185,7.68518518519,15.962962963,0.972222222222,21.5899758454,8.08302808303,227.52275,679.599,46.451,106.3225,0.173301960784,0.17746,130.0,0.27,0.49,333.915171289,198.262096821,-0.0723619458424,0.220784862365
263,0.0481560127127,34.3354555459,1.45688052069,0.857333798233,0.41646589088,192.474280416,102.698120228,26.6,799.647904762,2378.49777778,425.168375791,0.878395,22.6944444444,105.888888889,21.75,6.55555555556,14.5,-0.268518518519,20.3143115942,7.88395061728,210.9855,632.97325,59.86425,103.09225,0.177653333333,0.172357142857,130.0,0.27,0.49,333.915171289,198.262096821,-0.0666946591193,0.221668136102
264,0.0540758991159,32.780848468,1.41179683868,0.991166899117,0.367708908533,192.474280416,102.698120228,26.6,817.775875,2378.49777778,425.168375791,0.878395,41.9722222222,242.861111111,21.7314814815,9.2962962963,14.962962963,2.37962962963,20.0603864734,8.98364197531,209.482,603.10075,49.46125,122.9535,0.173932786885,0.189954054054,130.0,0.27,0.49,333.915171289,198.262096821,-0.0681399957308,0.134622419451
265,0.361568556089,35.3155880752,1.37145513715,1.09963970246,0.00406308186225,192.474280416,102.698120228,26.6,887.240391304,2378.49777778,425.168375791,0.878395,49.6388888889,105.027777778,21.3148148148,10.6388888889,14.6481481481,3.48148148148,19.9217995169,9.80709876543,175.6185,652.30675,67.76225,110.9735,0.172675806452,0.191437254902,130.0,0.27,0.49,333.915171289,198.262096821,-0.0687987175703,0.108064321252
266,0.000263800728812,11.3068262046,1.17326779026,1.22066947566,0.36244728182,178.5657279,101.071266825,18.6,781.54228,659.907777778,217.172101097,0.758148,2.80555555556,347.75,34.1018518519,14.4537037037,25.1018518519,8.63888888889,44.541968599,9.81728395062,88.208,1059.459,91.99575,268.7845,0.134898571429,0.19204516129,137.0,0.39,0.43,392.759803922,208.95582175,-0.0690081778451,-0.0487176223565
267,0.000527601457625,11.2891536405,1.24790496255,1.29612593633,0.685761382677,178.5657279,101.071266825,18.6,648.711974359,659.907777778,217.172101097,0.758148,0.0,366.25,32.7222222222,14.0925925926,23.4722222222,8.67592592593,40.1745169082,8.5987654321,104.797,985.4275,88.10725,246.75875,0.148194202899,0.197361290323,137.0,0.39,0.43,392.759803922,208.95582175,-0.0600628624213,-0.0383595329286
268,0.000131900364406,12.1540795992,1.33776919476,1.18334503745,0.896577302241,178.5657279,101.071266825,18.6,563.739407407,659.907777778,217.172101097,0.758148,5.30555555556,479.222222222,33.0277777778,13.2962962963,24.0833333333,7.56481481481,40.0471014493,8.3787037037,179.10575,941.3105,75.73525,222.62825,0.153107462687,0.197691071429,137.0,0.39,0.43,392.759803922,208.95582175,-0.0582458234959,-0.0495794986453
269,0.00395701106654,11.3813575027,1.20463483146,1.11124765918,0.886998813188,178.5657279,101.071266825,18.6,886.15,659.907777778,217.172101097,0.758148,0.0833333333333,228.166666667,33.6574074074,15.2222222222,24.6851851852,8.73148148148,43.660326087,11.141025641,53.947,1070.124,66.90675,307.8455,0.144966101695,0.155493939394,137.0,0.39,0.43,392.759803922,208.95582175,-0.0791436870784,-0.0641716508021
270,0.0117391324417,11.2301325507,1.17382958801,1.20007022472,0.739732088137,178.5657279,101.071266825,18.6,947.157222222,659.907777778,217.172101097,0.758148,4.63888888889,77.3055555556,32.3611111111,14.6388888889,23.462962963,8.03703703704,40.1473429952,10.2790123457,55.522,1024.226,81.98375,206.12075,0.146826315789,0.18997704918,137.0,0.39,0.43,392.759803922,208.95582175,-0.0825898166898,-0.0665131395371
271,0.0213678601279,10.9383532477,1.05362827715,1.08568586142,0.569808943849,178.5657279,101.071266825,18.6,1062.44286207,659.907777778,217.172101097,0.758148,23.8888888889,189.694444444,32.7777777778,17.1574074074,24.3611111111,10.5555555556,40.7255434783,12.8299382716,29.426,1035.8685,58.136,371.961,0.141196363636,0.184017241379,137.0,0.39,0.43,392.759803922,208.95582175,-0.103456823174,-0.072587573624
272,0.0403615127559,10.746958532,0.986563670412,1.24631320225,0.0600395109821,178.5657279,101.071266825,18.6,1107.52046667,659.907777778,217.172101097,0.758148,4.05555555556,74.0277777778,32.3240740741,18.5277777778,23.8518518519,11.6388888889,39.8278985507,13.3604938272,29.344,1041.6715,86.68775,345.56225,0.123686206897,0.183441666667,137.0,0.39,0.43,392.759803922,208.95582175,-0.114406513412,-0.0733300782396
273,0.00812131660746,20.9065481787,2.32376110332,1.69110565685,0.490962164635,185.2560665,99.0308417878,27.0,695.065238095,1076.70111111,302.117752244,0.985062,3.33333333333,459.388888889,32.2314814815,12.9537037037,24.25,7.51851851852,40.2490942029,9.80771604938,62.647,878.213,116.45975,202.433,0.153411428571,0.177841071429,138.0,0.39,0.43,354.193811075,200.926428983,-0.0142330866305,0.228927042336
274,0.00426369086438,20.9065481787,2.35959560542,1.81900420757,0.795278261864,185.2560665,99.0308417878,27.0,590.425214286,1076.70111111,302.117752244,0.985062,0.0277777777778,452.944444444,30.8981481481,12.5555555556,22.8518518519,7.36111111111,36.3701690821,8.61697530864,87.82025,836.41625,105.92125,170.1955,0.156057971014,0.183544827586,138.0,0.39,0.43,354.193811075,200.926428983,-0.00683745972304,0.229782912234
275,0.0056849211525,22.2427611873,2.59220430108,1.6945885928,0.854278321531,185.2560665,99.0308417878,27.0,498.156710526,1076.70111111,302.117752244,0.985062,14.4444444444,598.416666667,30.8333333333,12.1018518519,23.0277777778,6.64814814815,34.3535628019,8.62314814815,210.8735,791.503,89.88225,151.86,0.157828787879,0.180161363636,138.0,0.39,0.43,354.193811075,200.926428983,-0.00339071756922,0.247788997549
276,0.0125880405052,20.9065481787,2.28269050958,1.82581813932,0.870886979474,185.2560665,99.0308417878,27.0,796.128738095,1076.70111111,302.117752244,0.985062,0.694444444444,320.583333333,31.8240740741,13.4907407407,23.962962963,7.65740740741,39.431763285,10.46001221,22.9225,910.639,93.84,231.61675,0.151843636364,0.202462857143,138.0,0.39,0.43,354.193811075,200.926428983,-0.0276143852894,0.148640518136
277,0.0425353951998,21.5437899086,2.11091631604,1.81070593735,0.710206724959,185.2560665,99.0308417878,27.0,875.239641026,1076.70111111,302.117752244,0.985062,15.8333333333,96.3611111111,30.7962962963,12.787037037,22.712962963,6.7962962963,36.1062801932,9.96790123457,24.872,845.65,101.12025,134.2325,0.1515,0.174765789474,138.0,0.39,0.43,354.193811075,200.926428983,-0.0282669273509,0.170918999204
